"Name"	"RPKM log2"
"xlaevis_EST"	1920.21703061
"xlaevis_EST"	77.0996231987
"xlaevis_EST"	-1256.43830398
"xlaevis_EST"	51470.6450044
"xlaevis_EST"	2399.75676065
"xlaevis_EST"	17.9588366135
"xlaevis_EST"	59705.9482051
"xlaevis_EST"	903.540378406
"xlaevis_EST"	-976.864335816
"xlaevis_EST"	972.620789614
"xlaevis_EST"	46645.2720352
"xlaevis_EST"	2148.72654289
"xlaevis_EST"	1785.46495829
"xlaevis_EST"	298.649200706
"xlaevis_EST"	1802.71582745
"xlaevis_EST"	5274.37704992
"xlaevis_EST"	1231.55833756
"xlaevis_EST"	25.1248182967
"xlaevis_EST"	2132.35529304
"xlaevis_EST"	380.389578269
"xlaevis_EST"	45693.327708
"xlaevis_EST"	52.0667191687
"xlaevis_EST"	23818.8623159
"xlaevis_EST"	446.833918613
"xlaevis_EST"	1364.39552571
"xlaevis_EST"	134.796692215
"xlaevis_EST"	373162.176282
"xlaevis_EST"	2471.27269061
"xlaevis_EST"	-1349.59195762
"xlaevis_EST"	610.490267946
"xlaevis_EST"	0
"xlaevis_EST"	974.313776193
"xlaevis_EST"	-45036.8143788
"xlaevis_EST"	357.386131341
"xlaevis_EST"	738.642470867
"xlaevis_EST"	249.941176344
"xlaevis_EST"	596.343869408
"xlaevis_EST"	113.568134482
"xlaevis_EST"	576.534841687
"xlaevis_EST"	19.9844073127
"xlaevis_EST"	743.647222562
"xlaevis_EST"	687.22316074
"xlaevis_EST"	499.324945961
"xlaevis_EST"	724.586750062
"xlaevis_EST"	561.99122934
"xlaevis_EST"	137.922152677
"xlaevis_EST"	436.787564903
"xlaevis_EST"	355.307951708
"xlaevis_EST"	561.99122934
"xlaevis_EST"	142.373970348
"xlaevis_EST"	473.35582615
"xlaevis_EST"	10308.3474111
"xlaevis_EST"	598.016308144
"xlaevis_EST"	866.609791644
"xlaevis_EST"	617.307156794
"xlaevis_EST"	2859.48027802
"xlaevis_EST"	499.324945961
"xlaevis_EST"	1158.88874622
"xlaevis_EST"	599.216662034
"xlaevis_EST"	537.697660348
"xlaevis_EST"	743.054910955
"xlaevis_EST"	289.362729747
"xlaevis_EST"	448.871904108
"xlaevis_EST"	787.815994965
"xlaevis_EST"	561.99122934
"xlaevis_EST"	2932.51219082
"xlaevis_EST"	738.642470867
"xlaevis_EST"	244.216083954
"xlaevis_EST"	581.929319738
"xlaevis_EST"	7231.82512174
"xlaevis_EST"	736.310529364
"xlaevis_EST"	1344.72856318
"xlaevis_EST"	747.819992549
"xlaevis_EST"	613.551753176
"xlaevis_EST"	747.819992549
"xlaevis_EST"	861.408532506
"xlaevis_EST"	747.819992549
"xlaevis_EST"	303.285253805
"xlaevis_EST"	523.613904979
"xlaevis_EST"	299.343956587
"xlaevis_EST"	747.819992549
"xlaevis_EST"	302.842214155
"xlaevis_EST"	747.819992549
"xlaevis_EST"	6324.78264884
"xlaevis_EST"	599.216662034
"xlaevis_EST"	6433.83062555
"xlaevis_EST"	581.929319738
"xlaevis_EST"	379.615642199
"xlaevis_EST"	458.430191992
"xlaevis_EST"	2555.905317
"xlaevis_EST"	599.216662034
"xlaevis_EST"	9423.28727984
"xlaevis_EST"	599.216662034
"xlaevis_EST"	1552.25530899
"xlaevis_EST"	576.534841687
"xlaevis_EST"	635.927362443
"xlaevis_EST"	499.324945961
"xlaevis_EST"	274.653221012
"xlaevis_EST"	747.819992549
"xlaevis_EST"	339.856262552
"xlaevis_EST"	747.819992549
"xlaevis_EST"	355.663530577
"xlaevis_EST"	747.819992549
"xlaevis_EST"	182.952529636
"xlaevis_EST"	626.812166207
"xlaevis_EST"	268.140485951
"xlaevis_EST"	747.819992549
"xlaevis_EST"	1300.2166421
"xlaevis_EST"	433.405547366
"xlaevis_EST"	119.910725026
"xlaevis_EST"	747.819992549
"xlaevis_EST"	880.930538909
"xlaevis_EST"	581.929319738
"xlaevis_EST"	121.570997323
"xlaevis_EST"	581.929319738
"xlaevis_EST"	5590.44458849
"xlaevis_EST"	499.324945961
"xlaevis_EST"	252.477791801
"xlaevis_EST"	746.324352564
"xlaevis_EST"	408.94485072
"xlaevis_EST"	724.938662034
"xlaevis_EST"	314.506680389
"xlaevis_EST"	599.216662034
"xlaevis_EST"	306.247169702
"xlaevis_EST"	842.733008767
"xlaevis_EST"	3731.62176282
"xlaevis_EST"	350.387019983
"xlaevis_EST"	230.119743637
"xlaevis_EST"	883.433182485
"xlaevis_EST"	183.944549597
"xlaevis_EST"	747.819992549
"xlaevis_EST"	277.788220557
"xlaevis_EST"	747.819992549
"xlaevis_EST"	12522.2206806
"xlaevis_EST"	613.753579411
"xlaevis_EST"	499.102331184
"xlaevis_EST"	599.216662034
"xlaevis_EST"	234.140973353
"xlaevis_EST"	3189.4203101
"xlaevis_EST"	4012.49651916
"xlaevis_EST"	25735.3225022
"xlaevis_EST"	116.177514409
"xlaevis_EST"	2985297.41025
"xlaevis_EST"	1926.82707202
"xlaevis_EST"	39981.6617445
"xlaevis_EST"	1894.22424509
"xlaevis_EST"	29460.1718117
"xlaevis_EST"	3634.69652223
"xlaevis_EST"	29460.1718117
"xlaevis_EST"	479.437485587
"xlaevis_EST"	9906.96043226
"xlaevis_EST"	178.688991037
"xlaevis_EST"	373162.176282
"xlaevis_EST"	234.767018737
"xlaevis_EST"	-1329.55644756
"xlaevis_EST"	7828.57712479
"xlaevis_EST"	-1288.24686864
"xlaevis_EST"	6185.00844666
"xlaevis_EST"	-3410.09821667
"xlaevis_EST"	785.132321603
"xlaevis_EST"	-3746.6081956
"xlaevis_EST"	226.323493621
"xlaevis_EST"	-3673.88921796
"xlaevis_EST"	1339.09871871
"xlaevis_EST"	-835.749554942
"xlaevis_EST"	243.023234309
"xlaevis_EST"	-1804.89565312
"xlaevis_EST"	2881.56120681
"xlaevis_EST"	-1090.05504269
"xlaevis_EST"	4846.26202963
"xlaevis_EST"	-1192.21142582
"xlaevis_EST"	633.552081973
"xlaevis_EST"	-1161.29307972
"xlaevis_EST"	4041.46761316
"xlaevis_EST"	-1738.87314204
"xlaevis_EST"	12135.3553262
"xlaevis_EST"	-1235.6363453
"xlaevis_EST"	180.126553314
"xlaevis_EST"	-0.0
"xlaevis_EST"	10365.6160078
"xlaevis_EST"	4359.37121825
"xlaevis_EST"	292.263609243
"xlaevis_EST"	2777.88220557
"xlaevis_EST"	352.427681047
"xlaevis_EST"	6324.78264884
"xlaevis_EST"	2793.13006199
"xlaevis_EST"	9165.38678587
"xlaevis_EST"	16342.8690342
"xlaevis_EST"	5938.92057743
"xlaevis_EST"	2699.18391524
"xlaevis_EST"	651.242890544
"xlaevis_EST"	4560.02659408
"xlaevis_EST"	5255.80529974
"xlaevis_EST"	10195.6878766
"xlaevis_EST"	4127.90018011
"xlaevis_EST"	21236.8718209
"xlaevis_EST"	4814.99582299
"xlaevis_EST"	1192.21142582
"xlaevis_EST"	3588.09784886
"xlaevis_EST"	700.116653437
"xlaevis_EST"	1472.04014312
"xlaevis_EST"	2483.01828324
"xlaevis_EST"	1865.81088141
"xlaevis_EST"	8219.43119563
"xlaevis_EST"	10548.7540998
"xlaevis_EST"	10816.2949647
"xlaevis_EST"	5923.20914733
"xlaevis_EST"	2560.28937415
"xlaevis_EST"	9568.2609303
"xlaevis_EST"	733.128047705
"xlaevis_EST"	0.0
"xlaevis_EST"	0.0
"xlaevis_EST"	0.0
"xlaevis_EST"	0.0
"xlaevis_EST"	7269.39304445
"xlaevis_EST"	470.688920638
"xlaevis_EST"	4495.92983472
"xlaevis_EST"	1029.41290009
"xlaevis_EST"	12037.4895575
"xlaevis_EST"	672.66728487
"xlaevis_EST"	26034.5704383
"xlaevis_EST"	240.284723942
"xlaevis_EST"	-28704.7827909
"xlaevis_EST"	15335.431902
"xlaevis_EST"	-15879.2415439
"xlaevis_EST"	106.626468853
"xlaevis_EST"	19640.1145411
"xlaevis_EST"	120.084368876
"xlaevis_EST"	21528.5870932
"xlaevis_EST"	14352.3913955
"xlaevis_EST"	1492648.70513
"xlaevis_EST"	441.699163088
"xlaevis_EST"	-135695.33683
"xlaevis_EST"	360.28209151
"xlaevis_EST"	-77742.1200587
"xlaevis_EST"	117.383509368
"xlaevis_EST"	-31096.8480235
"xlaevis_EST"	242.588770539
"xlaevis_EST"	31758.4830878
"xlaevis_EST"	59.974634568
"xlaevis_EST"	31758.4830878
"xlaevis_EST"	0.0
"xlaevis_EST"	0.0
"xlaevis_EST"	117.235996319
"xlaevis_EST"	5986.55897778
"xlaevis_EST"	59.5439885562
"xlaevis_EST"	15128.1963357
"xlaevis_EST"	401.249651916
"xlaevis_EST"	-14352.3913955
"xlaevis_EST"	17769.627442
"xlaevis_EST"	28704.7827909
"xlaevis_EST"	563.831039459
"xlaevis_EST"	-14352.3913955
"xlaevis_EST"	471.760020584
"xlaevis_EST"	9568.2609303
"xlaevis_EST"	444.593538064
"xlaevis_EST"	15128.1963357
"xlaevis_EST"	3969.81038598
"xlaevis_EST"	7939.62077195
"xlaevis_EST"	232.681014049
"xlaevis_EST"	5487.67906297
"xlaevis_EST"	2205.45021443
"xlaevis_EST"	-373162.176282
"xlaevis_EST"	696.198090078
"xlaevis_EST"	-0.0
